id_tbl_preguntas_conversacion_conecta2,fk_tbl_conversaciones_conecta2,pregunta,respuesta,calificacion,comentario
834,431,"registro de dispositivo","¿Te refieres a registrar un dispositivo móvil en Daviplata? ¿Quieres saber cómo hacerlo o si tienes alguna duda sobre el proceso o los mensajes que recibes al registrar un dispositivo?",NULL,NULL
835,432,"necesito qr interoperable persona juridica","¿Quieres saber cómo obtener el QR interoperable para persona jurídica, cómo funciona, o necesitas ayuda con algún proceso específico relacionado con este servicio?",NULL,NULL
836,433,"formulario modulo de embargos","¿Quieres saber cómo obtener el formulario del módulo de embargos o necesitas información sobre el proceso relacionado con embargos? ¿O te interesa otro detalle específico sobre este módulo?",Mal,NULL
837,432,"¿Quieres saber cómo obtener el QR interoperable para persona jurídica?","Para obtener el QR interoperable para persona jurídica en Davivienda, debes cumplir con algunos requisitos y seguir un proceso sencillo:

1. Ser cliente con adquirencia Davivienda y no estar vinculado a otra entidad que ofrezca QR interoperable.
2. Tener una cuenta de ahorro o corriente válida (como Cuenta Tradicional 01, Cuenta Rural 29, o Cuentas Corrientes 2000 y 2001).
3. Asegurarte de que el NIT no incluya el dígito de verificación, y verificar el nombre del comercio y número de celular.
4. Ingresar a la App Davivienda con tu usuario y contraseña.
5. Seleccionar el ícono en la esquina superior izquierda, luego "Perfil Empresarios".
6. Elegir "Solicitar productos" y después "QR Interoperable".
7. Diligenciar la información solicitada y listo, podrás comenzar a recibir pagos con QR.

Este QR permite recibir transferencias inmediatas desde cualquier entidad habilitada, con abonos inmediatos y sin costos adicionales en la cuenta. Además, puedes consultar ventas y reportes desde la app.

Ten en cuenta que si no se realizan transacciones en 30 días, la cuenta volverá a sus tarifas originales, pero los beneficios se reactivan automáticamente al recibir nuevas transacciones.

📄 **Información adicional disponible:**

• Presentación esquema de incentivos: [https://docs.google.com/presentation/d/e/2PACX-1vQZHKjjC2Z3Mm6Lg9GLDQ2LGMhKCZ2Sp7A2vlmeDKIXMKa9vOupbEZ8Hd91TTM0F3NmUARbyxcEZqgY/pub?start=false&loop=false&delayms=3000&slide=id.g10b71541ccc_2_302](https://docs.google.com/presentation/d/e/2PACX-1vQZHKjjC2Z3Mm6Lg9GLDQ2LGMhKCZ2Sp7A2vlmeDKIXMKa9vOupbEZ8Hd91TTM0F3NmUARbyxcEZqgY/pub?start=false&loop=false&delayms=3000&slide=id.g10b71541ccc_2_302)

• Información y gestión QR Interoperable en Conecta: [https://sites.google.com/davivienda.com/conecta/empresas/mundo-cash/servicios-cash/comercios/qr-interoperable](https://sites.google.com/davivienda.com/conecta/empresas/mundo-cash/servicios-cash/comercios/qr-interoperable)

• Presentación Capacitación - QR Interoperable Febrero 2025: [https://docs.google.com/presentation/d/1bZNWroMvwTIInwBGupGtLOIngzcJpMP_e54fT9X_TS0/edit?slide=id.g34cadf5a54b_0_7#slide=id.g34cadf5a54b_0_7](https://docs.google.com/presentation/d/1bZNWroMvwTIInwBGupGtLOIngzcJpMP_e54fT9X_TS0/edit?slide=id.g34cadf5a54b_0_7)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",Mal,NULL
838,434,"pagos propios portal empresarial","¿Quieres saber cómo realizar pagos propios a través del portal empresarial o necesitas información sobre otro tipo de pagos? ¿Podrías especificar si te refieres a pagos de nómina, proveedores, servicios o algún otro?",NULL,NULL
839,433,"formulario modulo de embargos",NULL,NULL,NULL
840,435,"en caso de que falle la biometría o cómo funciona el proceso?",NULL,NULL,NULL
841,434,"como realizar pagos propios en portal empresarial",NULL,NULL,NULL
842,436,"retiro y nop ago","¿Podrías contarme un poco más sobre tu consulta? ¿Te refieres a un retiro de algún producto específico como Dafuturo, una cuenta de ahorros, o algún otro servicio? ¿Quieres saber cómo hacer el retiro o tienes algún inconveniente para realizarlo?",NULL,NULL
843,434,"como pagar tarjeta de credito desde portal empresarial",NULL,NULL,NULL
844,435,"biometria fallida casby","¿Podrías contarme un poco más sobre la dificultad que estás presentando con la biometría en CasB? ¿Quieres saber qué hacer si falla la biometría facial o cómo realizar el proceso de autenticación en oficinas con esta herramienta?",NULL,NULL
845,437,"retiro y no pago en multiservicio","¿Quieres saber cómo gestionar un retiro y no pago en un cajero multiservicio, o necesitas información sobre el proceso para solicitar un ajuste por este tipo de situación? ¿O prefieres que te explique qué hacer si presentas un descuento y no pago en un cajero automático?",Mal,NULL
846,416,"que se hace para solicitar una aclaracion de un certificado tributario ","Para solicitar una aclaración o corrección de un certificado tributario en Davivienda, debes seguir estos pasos según el tipo de certificado:

1. Para certificados relacionados con crédito empresarial, envía un correo a John A Ocampo (jaocampo@davivienda.com) indicando el año de la certificación, el número de la obligación y el motivo del error en el certificado.

2. Para certificaciones tributarias de productos Fiduciaria Davivienda, remite tu solicitud a inversionistasfondosinversioncolectiva@davivienda.com. Ten en cuenta que información sobre proyectos inmobiliarios, entrega de inmuebles, fechas, desistimientos y planes de pago la proporciona exclusivamente la constructora.

3. Si necesitas un soporte de pago, puedes solicitar un certificado de pago a través de Cliente 360 con la ruta: Tipo: Empresa y/o PNCN, Subtipo: Recaudo, Motivo: Aclaración de información. En la descripción, detalla la información del pago como día, valor, número de recibo y, si es posible, una imagen del impuesto.

Estos canales te ayudarán a gestionar la aclaración de manera efectiva. Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",Mal,NULL
847,435,"No lee lacedula amarilla en casb","Si el lector de CasB no reconoce la cédula amarilla, te recomiendo seguir estos pasos para mejorar la lectura:

1. Coloca el documento por el dorso en el lector de código de barras para capturar la imagen y leer el código.
2. Luego, voltea el documento para capturar la imagen del frente, aunque esta imagen no afecta el proceso de autenticación.
3. Asegúrate de que el documento esté bien iluminado y enfocado durante la captura.

Si después de esto el lector sigue sin leer la cédula o la huella, el procedimiento es dirigir al cliente al Director Administrativo para que continúe con el proceso.

Además, si usas la funcionalidad Autcon para autenticación, recuerda que es indispensable capturar la imagen frontal del documento para que la autenticación funcione correctamente. En caso de fallas, se debe validar que se generen los rechazos correspondientes y diligenciar el formulario de soporte para biometría fallida o error de lectura con cédula amarilla.

Para más detalles, puedes consultar el proceso completo y el formulario de soporte en los siguientes enlaces:

📄 **Información adicional disponible:**

• Detalle del proceso de autenticación biométrica en CasB: [https://docs.google.com/presentation/d/1d-xgSh6QJpVhS1x8u5-oQKWWoiYmhv64v8ZSfoMfiXw/edit?slide=id.gd7d9dd741d_0_5#slide=id.gd7d9dd741d_0_5](https://docs.google.com/presentation/d/1d-xgSh6QJpVhS1x8u5-oQKWWoiYmhv64v8ZSfoMfiXw/edit?slide=id.gd7d9dd741d_0_5)

• Formulario de soporte para biometría fallida y errores con cédula amarilla: [https://docs.google.com/forms/d/e/1FAIpQLSf7qKAqVYNvt5XQb0Gi9pne-xWPWuJONmjmp3N_t9h_zSx14g/viewform](https://docs.google.com/forms/d/e/1FAIpQLSf7qKAqVYNvt5XQb0Gi9pne-xWPWuJONmjmp3N_t9h_zSx14g/viewform)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
848,438,"cuantas de ahorros","¿Te refieres a cuántos tipos de cuentas de ahorros existen, o quieres saber cuántas cuentas de ahorros tienes tú o un cliente en particular? ¿O necesitas información sobre algún aspecto específico de las cuentas de ahorros?",NULL,NULL
849,430,"ingresar al modulo de embargos","Para ingresar al Módulo de Embargos en Davivienda, debes seguir estos pasos importantes:

1. Asegúrate de estar conectado a la red del Banco Davivienda.
2. Usa tu usuario y contraseña de red para acceder.
3. Ingresa a la URL del módulo: [https://embargos.davivienda.loc/EmbargosMG/home/embargos/consultaPorIdentificacion.xhtml](https://embargos.davivienda.loc/EmbargosMG/home/embargos/consultaPorIdentificacion.xhtml).

Una vez dentro, podrás consultar los embargos o medidas cautelares relacionadas con un cliente, visualizando detalles como estado, ente embargador, números de oficio, imágenes de los oficios, fechas y débitos realizados.

Si necesitas realizar consultas específicas, puedes usar el buscador de oficios integrados con datos como número de identificación, número de oficio o Leable Sticker de Domesa.

Recuerda que la orden de embargo o desembargo se refleja entre 24 y 42 horas después de ser recibida.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",Mal,NULL
850,439,"nota debito 330","¿Quieres saber qué significa el débito motivo 330, cómo consultarlo en tu cuenta, o quién realizó esa nota débito? ¿O necesitas ayuda con algún proceso relacionado con esa nota débito?",Mal,NULL
851,440,"CREACION CLAVE VIRTUAL","¿Quieres saber cómo crear la clave virtual para un cliente titular de CDT, para una cuenta empresarial, o para otro tipo de producto? ¿O necesitas ayuda con el proceso de asignación o desbloqueo de la clave virtual?",NULL,NULL
852,437,"como se radica un deposito no exitoso en multiservicio",NULL,NULL,NULL
853,440,"ERRORES AL CREAR LA CLAVE VIRTUAL",NULL,NULL,NULL
854,441,"como se realiza el endozo poliza","Para realizar el endoso de una póliza en Davivienda, debes seguir estos pasos:

1. Reúne la documentación requerida, que incluye:
   - Póliza original emitida por una aseguradora legalmente constituida en Colombia.
   - Cláusulas de endoso y clausulado general.
   - Certificado de pago emitido por la aseguradora.
   - Copia del recibo de la prima de pago de la póliza.
   - Información adicional según el tipo de póliza:
     * Para póliza Vida: saldo de la obligación.
     * Para póliza Hogar: valor comercial del inmueble y dirección de la garantía.
     * Para póliza Vehículo: valor comercial del vehículo y placa de la garantía.
   - Número de crédito al que se endosará la póliza.

2. Si realizas el trámite en una oficina, entrega los documentos al informador para que los radique mediante el formulario de endosos siguiendo las instrucciones internas.

3. Si prefieres hacerlo por correo electrónico, envía toda la documentación completa al correo endosos@davivienda.com. Recibirás un acuse de recibo.

4. El tiempo de respuesta es de aproximadamente cinco (5) días hábiles.

5. Ten en cuenta que la cancelación total de la deuda implica la cancelación automática de la póliza.

Si quieres más detalles o acceder al formulario para radicar el endoso, puedes consultar los siguientes enlaces:

📄 **Información adicional disponible:**

• Trámites relacionados con productos de crédito: [https://comunicaciones.davivienda.com/tramites-creditos-carteras](https://comunicaciones.davivienda.com/tramites-creditos-carteras)

• Formulario para endosos de pólizas: [https://script.google.com/a/macros/davivienda.com/s/AKfycbyqmpUblqhtT5_SpCoJ5sNEHGRdKNrOJuLpOq_pWIMtTz-Aifa275bfvoXqvGz9_QwS/exec](https://script.google.com/a/macros/davivienda.com/s/AKfycbyqmpUblqhtT5_SpCoJ5sNEHGRdKNrOJuLpOq_pWIMtTz-Aifa275bfvoXqvGz9_QwS/exec)

• Proceso y condiciones en Conecta: [https://sites.google.com/davivienda.com/conecta/personas/seguros/procesos-bancaseguros](https://sites.google.com/davivienda.com/conecta/personas/seguros/procesos-bancaseguros)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
855,442,"SAPLI  CONSULTA","¿Podrías contarme un poco más sobre qué necesitas consultar en SAPLI? ¿Buscas información sobre algún proceso específico, un reporte, o algo relacionado con un caso en particular?",NULL,NULL
856,440,"ASIGNACION CLAVE VIRTUAL","La clave virtual es una contraseña numérica que permite el acceso a la app Davivienda, la página web y el teléfono rojo de Davivienda. Para asignarla, debe tener entre 6 y 8 caracteres y es importante que no se comparta ni se guarde en dispositivos móviles por seguridad. Solo el primer titular puede asignar la clave virtual, y es indispensable que tanto la cuenta como la tarjeta débito estén activas. Además, las cuentas conjuntas no pueden tener clave virtual asignada.

Si el cliente no tiene tarjeta débito asignada y se le solicita para la clave virtual, debes validar si desea obtenerla; si no, se debe anular el medio transaccional.

Para clientes titulares de CDT (monoproducto), la clave virtual también debe tener entre 6 y 8 dígitos y se recomienda que el cliente realice la autogestión del proceso.

Para más detalles y para autogestionar la clave virtual, puedes consultar los siguientes enlaces:

📄 **Información adicional disponible:**

• Proceso para autogestionar clave virtual: [https://comunidadesdesoporte.davivienda.com/respuestas/9606](https://comunidadesdesoporte.davivienda.com/respuestas/9606)

• Más información sobre asignación y novedades de clave virtual para empresas: [https://comunidadesdesoporte.davivienda.com/respuestas/14611](https://comunidadesdesoporte.davivienda.com/respuestas/14611)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
857,439,"no tenemos identificado quien hace el debito","¿Quieres saber cómo identificar quién realizó una nota débito con motivo 330 en tu cuenta? ¿O necesitas ayuda para consultar el detalle de ese débito a terceros?",Mal,NULL
858,443,"Que es cdt",NULL,NULL,NULL
859,437,"abono en multifuncional no exito","¿Quieres conocer las posibles causas por las que un abono en un cajero multifuncional no fue exitoso, o necesitas ayuda para certificar o reclamar esa transacción? ¿O prefieres que te explique cómo realizar un abono correctamente para evitar inconvenientes?",Bien,NULL
860,444,"link sapli cartera","¿Podrías especificar qué información necesitas sobre el link de SAPLI para cartera? ¿Quieres saber cómo acceder, para qué sirve, o necesitas ayuda con algún proceso específico relacionado?",NULL,NULL
861,445,"que es bloqueo z","El bloqueo "Z" en una tarjeta de crédito se refiere a un bloqueo por vencimiento de cupo. Esto ocurre cuando la tarjeta cafetera o agropecuaria no ha presentado los documentos actualizados, ya que la política establece que estos documentos deben renovarse cada año. Este bloqueo puede ser levantado por el área de Operaciones Transaccionales de Medios de Pago, siempre con el aval del sector cafetero y agropecuario. 😊

Si quieres conocer más sobre el proceso de renovación de cupos, puedes acceder a este enlace:

📄 **Información adicional disponible:**

• Proceso de renovación de cupos: [https://drive.google.com/drive/folders/1QExZW84FJhcLnYr3LqW4z9n4j9LaKw_I](https://drive.google.com/drive/folders/1QExZW84FJhcLnYr3LqW4z9n4j9LaKw_I)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",Bien,NULL
862,446,"CONSULTA DE EMBARGOS","¿Quieres saber cómo consultar embargos en cuentas de ahorro o corriente, o te interesa información sobre las medidas de embargo y sus procesos? ¿O prefieres que te ayude con otro aspecto relacionado con embargos?",Mal,NULL
863,416,"que se hace para solicitar una aclaracion de un certificado tributario persona natural
","Lo siento, no encontré información relacionada a este tema. ¿Podrías reformular la pregunta?",NULL,NULL
864,445,"que es bloqueo 22","El bloqueo 22 en una cuenta de ahorros se refiere a un bloqueo que se realiza por fallecimiento del titular de la cuenta. Este bloqueo es gestionado por el área de operaciones de canje y pasivo de manera masiva. Para levantar este bloqueo, es necesario acudir a la oficina de radicación de la cuenta. 👀

Si quieres revisar el proceso de desbloqueo por fallecimiento, puedes consultar el siguiente enlace:

📄 **Información adicional disponible:**

• Proceso de desbloqueo de cuentas por fallecimiento: [https://comusoporte-produccion.appspot.com/respuestas/8576](https://comusoporte-produccion.appspot.com/respuestas/8576)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
865,430,"requiero consultar si un cliente tiene embargo y está caido el link","¿Quieres saber cómo consultar embargos para un cliente, o necesitas ayuda para resolver el problema con el link caído? ¿Podrías indicarme si el link que intentas usar es el del Módulo de Embargos o alguna otra plataforma? Así podré orientarte mejor.",NULL,NULL
866,430,"necesito ayuda para resolver el problema con el link caído",NULL,NULL,NULL
867,437,"necesito ayuda para certificar o reclamar esa transacción",NULL,NULL,NULL
868,447,"que se hace para solicitar una aclaracion de un certificado tributario de persona natural, y que le debo pedir al cliente para corregirlo",NULL,NULL,NULL
869,430,"necesito ayuda para resolver el problema con el link caído","Si el link del Módulo de Embargos está caído o inaccesible, te recomiendo primero verificar que estés conectado a la red del Banco Davivienda y que tus credenciales de usuario sean correctas, ya que el acceso requiere estar dentro de la red interna. Si después de esto el problema persiste, puedes solicitar la información que necesitas mediante radicación en Cliente 360 o en el centro de operaciones de tu sucursal. Además, para solicitudes específicas como la revisión de oficio de desembargo ya radicado, puedes usar los formularios alternativos disponibles en los siguientes enlaces:

• [Formulario en embargos.davivienda.loc](https://embargos.davivienda.loc/)

• [Formulario alternativo en Google Scripts](https://script.google.com/a/macros/davivienda.com/s/AKfycbzmjwcfnemli68JUeGKyHuLOdDNvB0BXTzvXzR9Raj4daG-8QLjrePMQN7avjUTWafdyw/exec)

Si tienes alguna otra duda o necesitas más ayuda, aquí estoy para apoyarte 😊",NULL,NULL
870,437,"abono en multifuncional no exito",NULL,NULL,NULL
871,447,"aclaracion para certificado tributario del 2024 PN",NULL,NULL,NULL
872,448,"apertura de cdt movil",NULL,NULL,NULL
873,449,"COMO QUITAR 4*100",NULL,NULL,NULL
874,440,"error de lectura de ce","¿Podrías especificar en qué proceso o producto te aparece el error de lectura de CE? Por ejemplo, ¿es en la lectura de cédula para apertura de cuenta, en un proceso de crédito, o en otro trámite específico? Así podré ayudarte mejor.",NULL,NULL
875,440,"error de lectura de cedula en la app","Cuando te aparece un error de lectura de cédula en la app Davivienda, puede deberse a varios motivos, como problemas con la cámara del dispositivo, permisos de la app o superar el número de intentos permitidos para la captura de la cédula y huellas. Aquí te dejo algunas recomendaciones para solucionarlo:

1. Verifica que la app tenga los permisos necesarios para usar la cámara en la configuración de tu dispositivo.
2. Asegúrate de que la cámara esté limpia y funcione correctamente.
3. Evita superar los 5 intentos de captura de cédula y huellas, ya que si esto ocurre, el sistema bloquea el proceso y deberás realizar el trámite en una oficina Davivienda.
4. Si usas un iPhone, puede ser necesario reactivar el registro del servicio biométrico o eliminar llaves de acceso antiguas en la app "Contraseñas" y reinstalar la app.

Si después de estos pasos el error persiste, lo más recomendable es que el cliente acuda a una oficina para realizar el trámite de forma tradicional.

📄 **Información adicional disponible:**

• Soluciones para errores de autenticación digital en la app Davivienda: [https://docs.google.com/presentation/d/1JNqeeZwr3iTvHDhRz-RfbKnX3HQeU8-Tvyqz5KWrGvo/edit?slide=id.g2d540017c10_0_81#slide=id.g2d540017c10_0_81](https://docs.google.com/presentation/d/1JNqeeZwr3iTvHDhRz-RfbKnX3HQeU8-Tvyqz5KWrGvo/edit?slide=id.g2d540017c10_0_81#slide=id.g2d540017c10_0_81)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
876,450,"correccion informacion exogena persona natural","¿Podrías especificar qué tipo de corrección necesitas hacer en la información exógena para persona natural? ¿Quieres saber el procedimiento para actualizar datos, los requisitos, o cómo reportar alguna inconsistencia?",NULL,NULL
877,430,"Comunicarme con un Experto","No es necesario transferir tú chat con uno de mis compañeros, estoy aquí para ayudarte! Cuentame un poco más de tu consulta.",NULL,NULL
878,449,"COMO QUITAR EL GMF por la app","Para quitar la marcación del GMF (Gravamen a los Movimientos Financieros) en una cuenta a través de la aplicación, debes saber que este proceso no se realiza directamente por la app móvil, sino que se puede gestionar mediante Cliente 360 o Conecta Novedades Express, según el estado de la cuenta.

1. Si la cuenta está activa, puedes realizar la desmarcación o marcación del GMF a través de Cliente 360 siguiendo los pasos indicados en la presentación disponible.

2. Si la cuenta está cancelada, debes hacer la desmarcación en Conecta Novedades Express, en la opción "Novedades de cuentas / Desmarcación GMF cuentas canceladas".

3. Ten en cuenta que las cuentas embargadas con marcación de GMF no deben modificarse a menos que haya un reclamo legal específico.

Si quieres revisar los detalles y pasos completos, puedes consultar los siguientes recursos:

📄 **Información adicional disponible:**

• Presentación para desmarcar o marcar GMF en Cliente 360: [https://docs.google.com/presentation/d/1A5cRpQx8Ob8v6YOPU0Pezg9X-5VoPxUIuXtPYIZffd0/preview?&&iconodrive=https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.google-apps.presentation](https://docs.google.com/presentation/d/1A5cRpQx8Ob8v6YOPU0Pezg9X-5VoPxUIuXtPYIZffd0/preview?&&iconodrive=https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.google-apps.presentation)

• Gestión de desmarcación GMF para cuentas canceladas en Conecta Novedades Express: [https://script.google.com/a/davivienda.com/macros/s/AKfycbzfS6-iorfawpmRbE0KyJ2K_rk4MbCdMpqB-64AN3D6V0kfx6-r/exec](https://script.google.com/a/davivienda.com/macros/s/AKfycbzfS6-iorfawpmRbE0KyJ2K_rk4MbCdMpqB-64AN3D6V0kfx6-r/exec)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
879,430,"Comunicarme con un Experto","¿Podrías indicarme sobre qué tema específico necesitas comunicarte con un experto? Así puedo orientarte mejor o canalizar tu consulta adecuadamente.",NULL,NULL
880,450,"necesito reportar una inconsistencia de informacion solicitada por la dian",NULL,NULL,NULL
881,451,"base colombia impuesto predial","¿Quieres saber cómo consultar el recibo para pago de impuesto predial, cómo se realiza el pago o recaudo del impuesto predial, o tienes alguna otra duda específica sobre el impuesto predial en Colombia?",Mal,NULL
882,430,"consultar si un cliente está embargado",NULL,NULL,NULL
883,452,"se puede abrir un cdt movil de desde una cuenta corriente",NULL,NULL,NULL
884,453,"La respuesta no fue clara","¿Podrías indicarme a qué tema o producto te refieres para ayudarte mejor? ¿Quieres que te aclare algo sobre un producto, un proceso o un servicio específico?",Mal,NULL
885,449,"y por la app? o por la linea","¿Quieres saber cómo gestionar el GMF desde la app Davivienda o prefieres hacerlo por la línea telefónica? ¿Buscas información sobre el proceso, los requisitos, o asistencia para realizar la solicitud?",NULL,NULL
886,454,"erro en la informacion reportada por el banco a la dian de una persona natural","¿Podrías especificar qué tipo de error en la información reportada a la DIAN te gustaría consultar? ¿Se trata de un error en datos personales, en movimientos financieros, o en algún reporte específico?",NULL,NULL
887,455,"CUENTA CANCELADA CON EL 4 X 1000",NULL,NULL,NULL
888,453,"En la referencia no se logra evidenciar quien solicita el debito","¿Te refieres a un débito específico en tu cuenta y quieres saber quién lo solicitó? ¿Podrías confirmarme si es un débito automático, una nota débito o algún otro tipo de movimiento?",Mal,NULL
889,451,"saldo a favor en impuesto predial","Si tienes un saldo a favor en el impuesto predial en Colombia, es importante primero verificar que efectivamente exista ese saldo consultando la Base Colombia con la cédula del cliente principal. Si confirmas que hay un saldo a favor, el proceso para su manejo es el siguiente:

1. Si eres de oficina, debes ponerte en contacto con un experto a través del chat.
2. Si eres del Call center o chat, revisa si el cliente presenta alguna restricción en AS400 para validar si el dinero ya fue devuelto anteriormente.
3. Verifica que contablemente el saldo cruce correctamente.
4. Si el saldo a favor es menor o igual a $1 millón y el cliente desea la entrega en efectivo, remítelo a la oficina para la devolución.
5. Para solicitudes de reintegro que impliquen abono a un crédito, tarjeta o cuenta, o para montos mayores a $1 millón, debes radicar la solicitud por Cliente 360 en la ruta Reclamación Super / Cambios y novedades / Pagos mal aplicados.
6. Si la devolución se realiza en oficina, es necesario ingresar la restricción de garantía por parte de los expertos de Conecta.

Este proceso asegura que el saldo a favor sea gestionado correctamente y conforme a las políticas establecidas. 😊👍

📄 **Información adicional disponible:**

• Proceso detallado para ajuste de saldo a favor: [https://script.google.com/a/macros/davivienda.com/s/AKfycbzSDeexDjwte820DWSryYlwdkajCUPzzb21L0x2eJEva8RdMJTkA3VpYuhcWkufgbzj9g/exec](https://script.google.com/a/macros/davivienda.com/s/AKfycbzSDeexDjwte820DWSryYlwdkajCUPzzb21L0x2eJEva8RdMJTkA3VpYuhcWkufgbzj9g/exec)

• Consulta de proceso contable: [https://script.google.com/a/davivienda.com/macros/s/AKfycbwOEusNMRRikCtB9sZ21OkcoCYYcqepEqHOSd3lvZKulwmK-gk/exec](https://script.google.com/a/davivienda.com/macros/s/AKfycbwOEusNMRRikCtB9sZ21OkcoCYYcqepEqHOSd3lvZKulwmK-gk/exec)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",Mal,NULL
890,449,"si en la app","Actualmente, no es posible quitar el GMF (Gravamen a los Movimientos Financieros) directamente desde la app de Davivienda. Para cuentas activas, este trámite se realiza a través de Cliente 360 por parte del personal autorizado. En el caso de cuentas canceladas, la desmarcación se gestiona mediante Conecta Novedades Express. Si necesitas realizar este proceso, te recomiendo seguir los canales establecidos para cada caso. 😊

📄 **Información adicional disponible:**

• Presentación para desmarcar o marcar GMF en Cliente 360: [https://docs.google.com/presentation/d/1A5cRpQx8Ob8v6YOPU0Pezg9X-5VoPxUIuXtPYIZffd0/preview?&&iconodrive=https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.google-apps.presentation](https://docs.google.com/presentation/d/1A5cRpQx8Ob8v6YOPU0Pezg9X-5VoPxUIuXtPYIZffd0/preview?&&iconodrive=https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.google-apps.presentation)

• Gestión de desmarcación GMF para cuentas canceladas en Conecta Novedades Express: [https://script.google.com/a/davivienda.com/macros/s/AKfycbzfS6-iorfawpmRbE0KyJ2K_rk4MbCdMpqB-64AN3D6V0kfx6-r/exec](https://script.google.com/a/davivienda.com/macros/s/AKfycbzfS6-iorfawpmRbE0KyJ2K_rk4MbCdMpqB-64AN3D6V0kfx6-r/exec)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
891,455,"CUENTA CANCELADA QUE ESTA EXCENTA DEL 4 X 100","¿Quieres saber cómo desmarcar una cuenta cancelada que está exenta del gravamen del 4x1000 o necesitas información sobre otro aspecto relacionado con esa cuenta? ¿Podrías especificar si te interesa el proceso, los requisitos o alguna situación particular?",NULL,NULL
892,456,"base colombia impuesto predial","¿Quieres saber cómo consultar el recibo para pago de impuesto predial, cómo se realiza el pago o recaudo del impuesto predial, o tienes alguna otra duda específica sobre el impuesto predial en Colombia?",NULL,NULL
893,455,"Si quiero saber eso","Para desmarcar una cuenta cancelada que está exenta del gravamen del 4x1000 en Davivienda, debes hacerlo a través de Conecta Novedades Express, en la opción: Novedades de cuentas / Desmarcación GMF cuentas canceladas. Además, puedes consultar el estado de tu solicitud en la opción Estado de solicitudes dentro de la misma plataforma. Si trabajas en el Call Center, recuerda usar el código de oficina o dependencia 2900.

También, si prefieres, el proceso puede realizarlo tanto el Informador como el Cajero a través de Cliente 360, siguiendo los pasos indicados en la presentación disponible para este trámite.

📄 **Información adicional disponible:**

• Proceso de desmarcación en Conecta Novedades Express: [https://script.google.com/a/davivienda.com/macros/s/AKfycbzfS6-iorfawpmRbE0KyJ2K_rk4MbCdMpqB-64AN3D6V0kfx6-r/exec](https://script.google.com/a/davivienda.com/macros/s/AKfycbzfS6-iorfawpmRbE0KyJ2K_rk4MbCdMpqB-64AN3D6V0kfx6-r/exec)

• Presentación con pasos para desmarcar o marcar GMF en Cliente 360: [https://docs.google.com/presentation/d/1A5cRpQx8Ob8v6YOPU0Pezg9X-5VoPxUIuXtPYIZffd0/preview?&iconodrive=https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.google-apps.presentation](https://docs.google.com/presentation/d/1A5cRpQx8Ob8v6YOPU0Pezg9X-5VoPxUIuXtPYIZffd0/preview?&iconodrive=https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.google-apps.presentation)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
894,454,"si sale como si tubiera productos y el cliente no tiene","¿Quieres saber cómo corregir o reportar el error cuando en la información a la DIAN aparece que un cliente tiene productos que en realidad no posee? ¿O necesitas saber qué pasos seguir para aclarar esta situación?",NULL,NULL
895,457,"Nota debito 330","¿Quieres saber qué significa el débito motivo 330 o necesitas ayuda para consultar quién realizó una nota débito con ese motivo? ¿O prefieres que te explique cómo consultar el motivo de una nota débito en tu cuenta?",NULL,NULL
